date,state,area,number_of_monitoring_stations,prominent_pollutants,aqi_value,air_quality_status,unit,note
04-10-2023,Kerala,Thiruvananthapuram,2,"PM10,CO",32,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-10-2023,Kerala,Kannur,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-10-2023,Kerala,Kochi,1,PM10,98,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-10-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-10-2023,Kerala,Kollam,1,PM2.5,61,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-10-2023,Kerala,Kochi,1,CO,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-10-2023,Kerala,Thiruvananthapuram,2,"PM10,CO",34,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-10-2023,Kerala,Thiruvananthapuram,1,O3,15,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-10-2023,Kerala,Kochi,1,CO,46,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-10-2023,Kerala,Kannur,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-10-2023,Kerala,Kannur,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-10-2023,Kerala,Kochi,1,CO,45,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-10-2023,Kerala,Thiruvananthapuram,1,PM10,15,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-09-2023,Kerala,Thiruvananthapuram,2,"PM10,CO",40,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-09-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-09-2023,Kerala,Kochi,1,CO,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-09-2023,Kerala,Kollam,1,PM10,43,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-09-2023,Kerala,Kannur,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-09-2023,Kerala,Thiruvananthapuram,1,PM10,43,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-09-2023,Kerala,Kochi,1,CO,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-09-2023,Kerala,Thrissur,1,CO,62,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-09-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-09-2023,Kerala,Thiruvananthapuram,2,"PM10,CO",31,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-09-2023,Kerala,Kochi,1,PM10,57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-09-2023,Kerala,Kochi,1,PM10,53,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-09-2023,Kerala,Kollam,1,PM10,85,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-09-2023,Kerala,Thiruvananthapuram,2,"PM10,CO",40,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-09-2023,Kerala,Thrissur,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-09-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-09-2023,Kerala,Thiruvananthapuram,2,PM10,35,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-09-2023,Kerala,Eloor,1,PM10,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-09-2023,Kerala,Kollam,1,PM10,77,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-09-2023,Kerala,Kochi,1,PM10,87,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-09-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-09-2023,Kerala,Eloor,1,PM10,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-09-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-09-2023,Kerala,Kochi,1,PM10,77,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-09-2023,Kerala,Thiruvananthapuram,2,"PM10,CO",43,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-09-2023,Kerala,Kollam,1,PM10,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-09-2023,Kerala,Thiruvananthapuram,2,"PM10,NO2",26,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-09-2023,Kerala,Eloor,1,PM10,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-09-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-09-2023,Kerala,Kochi,1,PM10,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-09-2023,Kerala,Thiruvananthapuram,2,"PM10,CO",33,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-09-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-09-2023,Kerala,Thrissur,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-09-2023,Kerala,Thiruvananthapuram,2,"PM10,CO",30,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-09-2023,Kerala,Kollam,1,PM10,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-09-2023,Kerala,Kannur,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-09-2023,Kerala,Kollam,1,PM10,60,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-09-2023,Kerala,Eloor,1,PM10,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-09-2023,Kerala,Thiruvananthapuram,2,"PM10,CO",44,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-09-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-09-2023,Kerala,Kannur,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-09-2023,Kerala,Thiruvananthapuram,2,"PM10,CO",38,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-09-2023,Kerala,Kollam,1,PM10,65,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-09-2023,Kerala,Thrissur,1,PM10,57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-09-2023,Kerala,Eloor,1,PM10,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-09-2023,Kerala,Eloor,1,PM10,46,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-09-2023,Kerala,Kochi,1,CO,62,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-09-2023,Kerala,Thiruvananthapuram,2,CO,26,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-09-2023,Kerala,Kollam,1,PM10,45,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-09-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-09-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-09-2023,Kerala,Thiruvananthapuram,2,O3,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-09-2023,Kerala,Kollam,1,PM10,60,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-09-2023,Kerala,Eloor,1,PM10,46,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-09-2023,Kerala,Thrissur,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-09-2023,Kerala,Thiruvananthapuram,2,"CO,O3",26,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-09-2023,Kerala,Eloor,1,PM10,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-09-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-09-2023,Kerala,Kollam,1,PM10,53,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-09-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-09-2023,Kerala,Thiruvananthapuram,2,"PM10,CO",30,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-09-2023,Kerala,Kollam,1,PM10,64,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-09-2023,Kerala,Kollam,1,PM10,56,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-09-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-09-2023,Kerala,Kochi,1,PM10,35,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-09-2023,Kerala,Thiruvananthapuram,2,"PM10,CO",28,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-09-2023,Kerala,Eloor,1,PM10,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-09-2023,Kerala,Kochi,1,CO,86,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-09-2023,Kerala,Kollam,1,PM10,71,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-09-2023,Kerala,Thiruvananthapuram,2,"PM10,CO",32,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-09-2023,Kerala,Eloor,1,PM10,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-09-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-09-2023,Kerala,Kochi,1,CO,86,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-09-2023,Kerala,Kannur,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-09-2023,Kerala,Eloor,1,PM10,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-09-2023,Kerala,Kollam,1,PM10,64,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-09-2023,Kerala,Thiruvananthapuram,2,"PM10,CO",26,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-09-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-09-2023,Kerala,Thiruvananthapuram,2,"CO,O3",24,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-09-2023,Kerala,Kochi,1,CO,78,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-09-2023,Kerala,Eloor,1,PM10,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-09-2023,Kerala,Kollam,1,PM10,56,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-09-2023,Kerala,Thiruvananthapuram,2,CO,26,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-09-2023,Kerala,Kollam,1,PM10,46,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-09-2023,Kerala,Kannur,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-09-2023,Kerala,Kollam,1,PM10,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-09-2023,Kerala,Thrissur,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-09-2023,Kerala,Thiruvananthapuram,2,"CO,O3",26,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-09-2023,Kerala,Kannur,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-09-2023,Kerala,Kannur,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-09-2023,Kerala,Kollam,1,PM10,61,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-09-2023,Kerala,Kochi,1,CO,72,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-09-2023,Kerala,Thiruvananthapuram,1,O3,12,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-09-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-09-2023,Kerala,Eloor,1,PM10,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-09-2023,Kerala,Thiruvananthapuram,2,"PM10,CO",37,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-09-2023,Kerala,Kochi,1,CO,90,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-09-2023,Kerala,Kollam,1,PM10,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-09-2023,Kerala,Kollam,1,PM10,54,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-09-2023,Kerala,Thiruvananthapuram,2,CO,28,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-09-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-09-2023,Kerala,Kochi,1,CO,72,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-09-2023,Kerala,Thiruvananthapuram,2,"CO,O3",26,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-09-2023,Kerala,Kollam,1,PM10,61,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-09-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-09-2023,Kerala,Kochi,1,CO,73,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-09-2023,Kerala,Eloor,1,PM10,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-09-2023,Kerala,Kochi,1,CO,83,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-09-2023,Kerala,Kollam,1,PM10,74,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-09-2023,Kerala,Thrissur,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-09-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-09-2023,Kerala,Thiruvananthapuram,2,CO,28,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-09-2023,Kerala,Kollam,1,PM10,53,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-09-2023,Kerala,Thiruvananthapuram,2,CO,28,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-09-2023,Kerala,Kochi,1,CO,73,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-09-2023,Kerala,Eloor,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-09-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-09-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-09-2023,Kerala,Kochi,1,CO,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-09-2023,Kerala,Eloor,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-09-2023,Kerala,Thiruvananthapuram,2,CO,26,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-09-2023,Kerala,Kollam,1,PM10,52,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-09-2023,Kerala,Thrissur,1,PM10,57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-09-2023,Kerala,Thiruvananthapuram,2,CO,44,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-09-2023,Kerala,Kochi,1,CO,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-09-2023,Kerala,Kollam,1,PM10,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-09-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-09-2023,Kerala,Eloor,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-09-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-09-2023,Kerala,Kollam,1,PM10,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-09-2023,Kerala,Eloor,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-09-2023,Kerala,Thiruvananthapuram,2,"CO,O3",28,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-09-2023,Kerala,Kochi,1,PM10,93,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-08-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-08-2023,Kerala,Thrissur,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-08-2023,Kerala,Kollam,1,PM10,64,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-08-2023,Kerala,Thiruvananthapuram,2,"PM10,CO",26,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-08-2023,Kerala,Kochi,1,PM10,78,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-08-2023,Kerala,Thrissur,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-08-2023,Kerala,Thiruvananthapuram,2,CO,28,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-08-2023,Kerala,Kollam,1,PM10,49,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-08-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-08-2023,Kerala,Thrissur,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-08-2023,Kerala,Thiruvananthapuram,2,"CO,NO2",24,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-08-2023,Kerala,Kannur,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-08-2023,Kerala,Kollam,1,PM10,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-08-2023,Kerala,Eloor,1,CO,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-08-2023,Kerala,Eloor,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-08-2023,Kerala,Kochi,1,CO,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-08-2023,Kerala,Thiruvananthapuram,2,"PM10,CO",26,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-08-2023,Kerala,Thrissur,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-08-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-08-2023,Kerala,Kannur,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-08-2023,Kerala,Thiruvananthapuram,2,"PM10,CO",26,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-08-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-08-2023,Kerala,Eloor,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-08-2023,Kerala,Kochi,1,PM10,78,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-08-2023,Kerala,Kochi,1,PM10,85,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-08-2023,Kerala,Thrissur,1,PM10,57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-08-2023,Kerala,Thiruvananthapuram,2,"PM10,CO",30,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-08-2023,Kerala,Kollam,1,PM10,87,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-08-2023,Kerala,Eloor,1,PM10,65,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-08-2023,Kerala,Thiruvananthapuram,1,PM10,28,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-08-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-08-2023,Kerala,Kollam,1,PM10,96,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-08-2023,Kerala,Eloor,1,PM10,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-08-2023,Kerala,Kollam,1,PM10,88,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-08-2023,Kerala,Thiruvananthapuram,2,"PM10,CO",28,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-08-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-08-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-08-2023,Kerala,Thiruvananthapuram,2,"PM2.5,O3",58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-08-2023,Kerala,Kollam,1,PM10,83,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-08-2023,Kerala,Thiruvananthapuram,2,"PM2.5,O3",43,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-08-2023,Kerala,Kochi,1,CO,63,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-08-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-08-2023,Kerala,Kochi,1,CO,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-08-2023,Kerala,Thiruvananthapuram,1,O3,49,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-08-2023,Kerala,Kollam,1,PM10,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-08-2023,Kerala,Kollam,1,PM10,74,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-08-2023,Kerala,Kochi,1,PM10,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-08-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-08-2023,Kerala,Thiruvananthapuram,1,PM10,18,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-08-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-08-2023,Kerala,Kollam,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-08-2023,Kerala,Thiruvananthapuram,2,"PM10,CO",36,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
